Wavelength,OrangeII5,SunsetYellow5,Tartrazine5,Erioglycine5
698,-0.000217328,-2.92615E-05,4.88082E-05,0.000484521
699,-6.71426E-05,0.000138027,0.000222058,0.000376306
700,-3.46688E-05,7.29568E-05,-0.000108279,0.000370867
701,-0.000469554,-6.38809E-05,5.07236E-05,0.000142563
702,-0.000134875,0.000145999,4.14572E-05,0.00033873
703,6.64911E-05,-0.000347821,-0.00033007,0.000353594
704,7.41463E-05,-9.28557E-06,0.000106248,0.000407385
705,0.000127995,-0.000227729,-8.34311E-07,0.000249813
706,0.000126754,-0.000172327,-8.26621E-05,0.000354992
707,1.23914E-05,-0.000254626,-0.000268775,0.000181131
708,-0.00012045,-0.000127782,-2.80084E-05,0.000223121
709,3.13204E-05,0.000209216,-8.17823E-05,0.000390187
710,-0.000301833,-4.26646E-05,-0.000210109,0.000182477
711,0.000167726,4.23664E-05,0.000150414,0.000232959
712,0.000102182,-0.000190899,-0.000100413,0.000224312
713,-4.13396E-05,8.25886E-06,0.000167347,7.90479E-05
714,3.99059E-05,0.000113385,-2.85302E-06,0.000197621
715,-0.000241208,4.58343E-05,4.78246E-05,2.47029E-05
716,-0.000204716,-0.000147391,0.000119839,-8.03448E-05
717,-0.000138235,-1.54958E-05,-7.433E-05,-0.000231352
718,7.13532E-05,0.00024844,0.000137936,1.19716E-05
719,7.92671E-05,0.000262862,0.000224492,-0.00019054
720,0.000145481,0.000118303,-2.4023E-05,0.000244402
721,5.38707E-05,9.12293E-05,0.000101822,8.70191E-05
722,-1.34148E-05,0.000187366,0.000140939,0.000139146
723,-0.000148988,0.000426844,0.000184409,-0.000212783
724,9.93887E-05,-0.000130214,-9.25984E-05,0.000120148
725,0.000172693,0.000171756,3.96454E-05,-0.000125202
726,-0.000112953,0.000345156,-1.92611E-05,-0.000177608
727,0.000282026,5.02856E-05,-8.13166E-05,0.00013459
728,0.000154896,1.32381E-06,7.41234E-05,3.69133E-06
729,-0.000336457,-0.000233678,6.88428E-05,-0.00012096
730,-1.78105E-05,-0.000386242,-0.000513233,-0.000206731
731,-0.000186261,0.000104326,0.000137806,-0.000208645
732,0.000232142,-0.00040103,-7.40712E-05,0.000214811
733,-0.000440727,3.65695E-05,0.000217708,-0.000409606
734,1.85458E-05,-7.11197E-06,-5.52326E-05,-0.000165968
735,-0.000188794,-0.000187484,-0.000157231,-0.000372689
736,1.93216E-05,-0.000274953,-0.000160646,-0.000278314
737,0.000130633,-9.52896E-05,-0.000116817,-0.000289071
738,0.000139169,7.29568E-05,0.000127373,-7.5895E-05
739,4.47874E-06,0.000116646,0.000148291,-0.000237765
740,5.42845E-05,0.000309109,0.000129392,-5.62844E-05
741,0.00010151,5.23559E-05,-2.57828E-05,-1.94955E-06
742,-0.000123914,0.00018149,2.96545E-05,-0.000250179
743,-0.000135185,0.000226537,0.000102961,-0.000178332
744,7.08877E-05,-1.55476E-05,-0.000146416,-0.000302207
745,0.000312922,-0.000127058,6.67122E-06,0.000208701
746,0.000231314,-4.45793E-05,0.000100941,8.72779E-05
747,3.1217E-05,0.000219883,6.89463E-05,-0.00036395
748,-7.07622E-05,-0.000229747,-0.000309329,-0.000329822
749,0.000205495,0.000114938,0.000318809,-0.000102852
750,0.000102337,-0.000243557,1.94568E-05,-0.000236214
